id,user_id,name,start,end,data
fe6fe822-f826-4a6d-b694-042a6f677324,627f67a4-2a23-4ee3-832b-0ddc4b89c061,"Poker Lakes ",2025-09-05,2025-09-07,"{""tripType"":""canoe camping"",""description"":"""",""location"":""Poker Lakes"",""isCoordinated"":true,""groups"":[{""id"":""1752267038679"",""name"":""Mike "",""size"":2,""color"":""#4299E1""},{""id"":""1752267045272"",""name"":""Gary"",""size"":2,""color"":""#48BB78""}],""activities"":[],""emergencyContacts"":[]}"
674a3be9-a0c3-4475-8501-a370b35066ef,627f67a4-2a23-4ee3-832b-0ddc4b89c061,Laura's Cottage,2025-07-25,2025-07-27,"{""tripType"":""cottage"",""description"":"""",""isCoordinated"":false,""groups"":[{""id"":""e228fbf7-2f22-4135-9d60-098daf233d58"",""name"":""Group"",""size"":2,""color"":""#4299E1""}],""activities"":[],""emergencyContacts"":[]}"
c5a4cb17-e621-4272-84d9-8e6c87cbcf5e,166658f7-0725-4bbb-b229-2dac5e4a8108,Lake of the woods,2025-07-15,2025-07-24,"{""tripType"":""cottage"",""description"":"""",""location"":""Lake of the woods"",""isCoordinated"":true,""groups"":[{""id"":""1752528414767"",""name"":""Bob"",""size"":1,""contactName"":""Joe"",""color"":""#4299E1""}],""activities"":[],""emergencyContacts"":[]}"
d5396e95-fd87-408b-8138-87e88b2872b3,627f67a4-2a23-4ee3-832b-0ddc4b89c061,Rock Lake,2025-08-01,2025-08-04,"{""tripType"":""canoe camping"",""description"":"""",""isCoordinated"":true,""groups"":[{""id"":""1752861935939"",""name"":""Mike"",""size"":2,""color"":""#4299E1""},{""id"":""1752861943863"",""name"":""Linda"",""size"":2,""color"":""#48BB78""}],""activities"":[],""emergencyContacts"":[]}"
